item,joke,embedding
76,"
If pro- is the opposite of con- then congress must be the <i>opposite</i>
of progress.
","[ 8.6770026e-04  2.1538294e-03 -1.4641604e-03 -5.2234565e-04
  1.5974365e-03  2.6995186e-03 -1.4071398e-03 -9.8726014e-04
  4.3474529e-03  5.2486178e-03 -1.5440199e-03  3.1771983e-03
  2.3135301e-03  2.3103987e-03 -4.3597678e-03 -4.6693344e-06
  1.6669764e-03  1.1343810e-03 -1.2774675e-04 -2.0943074e-03
  1.1638297e-03  2.4029501e-03  2.0576322e-03 -1.1332846e-03
  4.7599949e-04 -2.3103433e-03  2.1822697e-03 -2.0407597e-03
 -1.5132545e-05  6.1639613e-03 -1.0977137e-03  4.1436421e-04
 -4.6927840e-03 -2.9358387e-03 -4.5863572e-03 -6.2304440e-05
 -1.5140147e-03 -2.9068340e-03 -6.7731232e-04 -1.5801933e-03
  4.4858610e-04  4.2643175e-03  9.8405255e-04  2.7496975e-03
  2.3367540e-03  7.1250927e-04  2.1744466e-03  8.7534700e-04
  1.2139637e-03  2.1372261e-03 -2.8723595e-03  4.8931721e-03
 -3.0501040e-03  1.7939809e-03 -2.6026245e-03 -3.2546409e-04
 -1.5199501e-03  1.0166739e-03  2.3510230e-03  2.1688535e-03
 -1.1469191e-03  2.5121847e-03  3.8375377e-03  1.3754658e-03
 -7.7372079e-04  1.4678970e-03 -3.9612721e-03  2.7180475e-03
  2.7414658e-03  1.2813375e-03 -4.4448571e-03  6.9465750e-04
 -6.2606984e-04 -5.0557283e-05 -4.0669166e-03 -1.6930348e-03
  4.1565271e-03  1.7326806e-03  2.2699211e-03  4.1794244e-04
 -2.0211216e-03  1.5703532e-03  1.5118169e-03 -1.6296476e-03
 -9.8202366e-04 -1.6825723e-03  1.7597256e-03  1.4116800e-03
 -1.6849496e-03 -8.4320136e-04  3.9997618e-03  5.0759711e-04
  7.3140934e-03 -3.1982795e-03 -1.6585805e-03 -3.7346273e-03
 -1.1279531e-03  3.8469417e-03 -1.2788626e-03 -1.4175335e-04]"
77,"
Q: What's the difference between the government  and  the Mafia?
<p>
A: <i>One of them is organized</i>.
","[ 1.3385267e-03  2.5496052e-03 -2.1734030e-03 -6.5037218e-04
  1.9585770e-03  3.4036108e-03 -1.5190055e-03 -1.5870128e-03
  5.7217544e-03  6.2473305e-03 -1.5797276e-03  4.2612725e-03
  2.4458002e-03  2.9648356e-03 -5.6998818e-03 -5.1060080e-04
  2.2847808e-03  1.5380376e-03 -1.6878860e-04 -3.0984450e-03
  1.6847450e-03  3.0509317e-03  2.6598778e-03 -1.7365981e-03
  3.6530432e-04 -2.9005057e-03  3.3284188e-03 -2.4591987e-03
 -4.8638289e-04  7.0592044e-03 -1.3812735e-03  9.2669937e-04
 -5.8541866e-03 -3.7117109e-03 -5.6366934e-03  5.5220105e-05
 -1.9585264e-03 -3.9989632e-03 -6.0150394e-04 -1.8531365e-03
  6.3042995e-04  5.2124220e-03  1.0922669e-03  3.5575917e-03
  2.8230713e-03  1.1017397e-03  2.7338909e-03  1.2307980e-03
  1.1738471e-03  2.6125428e-03 -3.6296430e-03  5.8798157e-03
 -4.0701646e-03  2.6516342e-03 -3.2365818e-03 -7.1209366e-04
 -1.6106097e-03  1.1115144e-03  2.9895362e-03  2.7235795e-03
 -1.2892302e-03  3.0342934e-03  4.5601320e-03  1.2629863e-03
 -1.2550749e-03  1.9254377e-03 -4.8642163e-03  3.1818096e-03
  3.2913061e-03  1.4231040e-03 -4.9273469e-03  1.0376255e-03
 -7.8036403e-04 -1.8424439e-04 -5.1658889e-03 -2.4123879e-03
  5.1362086e-03  2.6002845e-03  2.7807821e-03 -8.3551786e-05
 -2.7861348e-03  2.2638442e-03  2.0241023e-03 -1.9071380e-03
 -8.9925161e-04 -2.6251744e-03  1.6901926e-03  1.9695002e-03
 -2.5673038e-03 -1.1575100e-03  4.8141982e-03  4.2462759e-04
  9.0142693e-03 -4.2925063e-03 -2.0904189e-03 -5.1047178e-03
 -1.3775140e-03  4.5919660e-03 -9.4810117e-04  2.5539412e-04]"
78,"
Q: Ever wonder why the IRS calls it Form 1040?
<p>
A: Because for every $50 that you earn, <i>you get 10 and they get 40</i>.
","[ 4.8135620e-04  1.3053977e-03 -1.6922998e-03 -1.2920743e-04
  1.5730388e-03  2.0004101e-03 -1.2177842e-03 -6.3957303e-04
  3.7776593e-03  4.1659172e-03 -1.0040966e-03  2.4677210e-03
  1.6660383e-03  2.2379654e-03 -3.2323766e-03 -4.3094586e-04
  1.1767506e-03  5.1030947e-04 -2.7669186e-04 -2.0592713e-03
  1.1542683e-03  1.2667413e-03  1.8220328e-03 -9.5817953e-04
 -1.6851968e-04 -1.9982459e-03  1.8998218e-03 -1.8042427e-03
 -6.7169407e-05  4.3290467e-03 -7.4831792e-04  7.4239884e-04
 -3.4003679e-03 -2.1428852e-03 -3.7479808e-03 -9.3237199e-05
 -1.4051157e-03 -2.5078193e-03 -3.1810490e-04 -1.2507074e-03
  9.6238963e-04  3.0689286e-03  5.3653744e-04  2.3708364e-03
  1.6355376e-03  1.1264153e-03  1.5424191e-03  6.2441203e-04
  6.1723724e-04  1.3701706e-03 -2.5073800e-03  3.6897801e-03
 -3.0001153e-03  1.4529420e-03 -1.9830049e-03 -4.5287868e-04
 -8.9674414e-04  7.1381242e-04  1.7641181e-03  1.8056318e-03
 -8.5936458e-04  1.9412170e-03  3.1806512e-03  9.4560307e-04
 -9.8917156e-04  1.1732895e-03 -2.6739889e-03  1.8726446e-03
  1.8370426e-03  9.4440795e-04 -2.7569635e-03  8.0263842e-04
 -5.4894015e-04  1.7712965e-04 -3.5534035e-03 -1.5457654e-03
  3.4869667e-03  2.3048185e-03  1.8128398e-03 -2.7001285e-04
 -1.8199460e-03  1.4265698e-03  1.4167903e-03 -8.2827330e-04
 -6.7479577e-04 -1.6206806e-03  5.7858363e-04  1.3997895e-03
 -1.2429712e-03 -5.4232188e-04  3.0073526e-03  2.8318478e-04
  6.0036536e-03 -3.1417517e-03 -1.1477813e-03 -2.8840944e-03
 -1.1075366e-03  2.7711915e-03 -8.3779241e-04  5.8271590e-04]"
79,"
Hillary, Bill Clinton and the Pope are sitting together on an airplane.

Bill says ""I could throw one thousand dollar bill out of this plane and
make one person very happy.""

Hillary says ""I could throw 10 hundred dollar bills out of the plane and
make 10 people very happy.""
<p>
The Pope chips in and says ""<i>I could throw Bill out of the airplane and make the whole 
country happy</i>.""
","[ 5.0116831e-04  1.8030030e-03 -1.6058704e-03 -4.6653344e-04
  1.7078333e-03  2.5055204e-03 -1.2465676e-03 -1.1667755e-03
  4.0631103e-03  4.7154641e-03 -1.3147909e-03  3.2843093e-03
  1.8096633e-03  2.0241051e-03 -3.9863731e-03 -2.1513400e-04
  1.4444152e-03  1.2672131e-03 -1.7079370e-04 -2.1725781e-03
  1.1323304e-03  1.9021600e-03  2.1066705e-03 -1.5769110e-03
  2.3508964e-04 -2.1457472e-03  2.5688747e-03 -1.8518013e-03
 -4.0887270e-04  5.2122860e-03 -1.1776447e-03  6.0526631e-04
 -4.2563528e-03 -2.6092143e-03 -3.8056460e-03 -1.9150873e-04
 -1.4331390e-03 -2.8105108e-03 -2.3051637e-04 -1.3511940e-03
  6.7902479e-04  3.8387813e-03  7.5783365e-04  2.3324920e-03
  1.7894368e-03  7.8021275e-04  1.9451025e-03  8.3828846e-04
  1.1795914e-03  1.7466409e-03 -2.3588999e-03  4.3307501e-03
 -3.1490871e-03  2.0540725e-03 -2.4730738e-03 -4.7262991e-04
 -1.1765645e-03  7.5533631e-04  1.8927642e-03  2.1887224e-03
 -1.0586269e-03  2.1648933e-03  3.2362188e-03  7.5138733e-04
 -1.0194012e-03  1.2814440e-03 -3.3797238e-03  1.9999752e-03
  2.2694115e-03  1.0464543e-03 -3.4851977e-03  7.6990778e-04
 -6.6658267e-04 -4.2048359e-05 -3.6783279e-03 -1.7777017e-03
  3.7824283e-03  2.2592507e-03  1.9766749e-03  9.5085335e-05
 -2.3138961e-03  1.7374493e-03  1.5845689e-03 -1.5413157e-03
 -4.6410467e-04 -1.8975179e-03  1.3177500e-03  1.7763751e-03
 -1.6711861e-03 -8.6075201e-04  3.5774335e-03  2.2963290e-04
  6.4660176e-03 -3.2495114e-03 -1.5079511e-03 -3.5796918e-03
 -1.0232031e-03  3.1026194e-03 -7.4149697e-04  2.0651250e-04]"
80,"
An Asian man goes into a New York CityBank to exchange 10,000 yen for
American Currency.  The teller gives him $72.00.  The next month the
Asian man goes into the same bank with 10,000 yen and receives $62.00.
He asks, ""How come? Only $62.00?"" The teller says ""Fluctuations-
Fluctuations!""
<p>
Whereupon the Asian man looks back at the teller and says ""<i>Fluk you
Amelicans too<i>!""
","[ 4.67267993e-04  1.57890387e-03 -1.45284075e-03 -2.81607907e-04
  1.66930899e-03  2.19545187e-03 -1.10301666e-03 -1.01861567e-03
  3.86950793e-03  4.29003406e-03 -1.37693633e-03  2.86751497e-03
  1.82322622e-03  1.74359675e-03 -3.79783520e-03 -2.34682491e-04
  1.39572844e-03  8.71998258e-04 -3.97674921e-05 -1.96422776e-03
  1.16635009e-03  1.48703309e-03  1.85754558e-03 -1.49426062e-03
  3.08100949e-04 -2.09851586e-03  2.66443915e-03 -1.88429723e-03
 -2.22565184e-04  4.75027971e-03 -7.12328823e-04  5.84537571e-04
 -3.94325145e-03 -2.51474883e-03 -3.81931337e-03 -1.53333429e-04
 -1.34362699e-03 -2.43176660e-03 -1.64871657e-04 -1.04764476e-03
  5.87157905e-04  3.73979961e-03  7.28227780e-04  2.50114012e-03
  1.71779492e-03  7.26349652e-04  1.87794282e-03  8.66941409e-04
  1.04969740e-03  1.66276051e-03 -2.48967274e-03  4.00484866e-03
 -2.66121794e-03  1.58099679e-03 -2.32304377e-03 -3.02735221e-04
 -8.16923392e-04  7.23736128e-04  1.74592133e-03  2.05680146e-03
 -1.14275177e-03  2.05225218e-03  3.11430008e-03  1.01413426e-03
 -1.02484156e-03  1.20805192e-03 -3.17459833e-03  1.93433824e-03
  2.25796411e-03  8.35027895e-04 -3.22961481e-03  6.44999964e-04
 -5.82127133e-04 -6.22112639e-05 -3.66493454e-03 -1.53881172e-03
  3.57133150e-03  1.93023309e-03  2.02484522e-03 -1.00893565e-04
 -1.90091750e-03  1.50756829e-03  1.54106389e-03 -1.47199875e-03
 -7.69542181e-04 -1.69309636e-03  8.99157778e-04  1.65639934e-03
 -1.53042958e-03 -6.64626248e-04  3.31407203e-03  4.67191625e-04
  6.32247608e-03 -3.27420887e-03 -1.26132264e-03 -3.37294396e-03
 -9.41809383e-04  3.00127664e-03 -5.68045711e-04  2.52649828e-04]"
81,"
Q: How do you keep a computer programmer in the 
shower all day long?
<p>
A: Give them a shampoo with a label that says
<i>""rinse, lather, repeat""</i>.
","[ 9.8101771e-04  9.7306102e-04 -1.4407660e-03 -4.4581722e-04
  1.6780202e-03  1.6226381e-03 -1.7154855e-03 -1.4721662e-03
  4.4668224e-03  4.9933810e-03 -1.5989819e-03  2.7995268e-03
  1.9161529e-03  1.9748537e-03 -4.0522320e-03 -1.8983606e-05
  1.6933683e-03  1.0199994e-03 -4.9036497e-04 -2.0254129e-03
  1.4380350e-03  1.2178220e-03  1.2482047e-03 -1.3230431e-03
  4.4496221e-04 -2.4254208e-03  2.7992660e-03 -2.3091210e-03
 -5.0738832e-04  5.1476089e-03 -8.9573645e-04  8.7552064e-04
 -4.0278663e-03 -2.4460275e-03 -4.3930267e-03 -5.4510660e-04
 -1.4728633e-03 -2.1352277e-03  2.8401363e-04 -6.3712144e-04
  3.5322047e-04  4.0083393e-03  1.2932201e-03  2.7485567e-03
  2.1170187e-03  1.0903048e-03  2.0984835e-03  1.3368264e-03
  1.3982974e-03  2.2273103e-03 -2.7225241e-03  4.0153284e-03
 -2.6800055e-03  1.7332792e-03 -2.7465285e-03 -1.5986318e-04
 -9.0987957e-04  5.6384095e-05  1.4561728e-03  1.9476195e-03
 -6.9226732e-04  2.6505943e-03  3.8363019e-03  1.3486899e-03
 -1.3642024e-03  1.4682277e-03 -3.2493568e-03  1.8785845e-03
  2.7245528e-03  3.2211203e-04 -2.9214534e-03  6.3035334e-04
 -4.0600458e-04 -5.2964874e-04 -4.0776259e-03 -1.5024033e-03
  4.2601870e-03  1.9890487e-03  2.5799437e-03 -2.4549398e-04
 -1.7418432e-03  1.5093200e-03  1.0913798e-03 -1.8888586e-03
 -8.3448144e-04 -2.1701511e-03  1.0974068e-03  2.2284680e-03
 -1.4168562e-03 -1.1194852e-03  3.0880806e-03  1.0694726e-04
  7.0681516e-03 -3.4379459e-03 -1.2223976e-03 -3.6020591e-03
 -1.0707278e-03  3.4601020e-03 -2.5226519e-04  7.6993683e-04]"
82,"
<i>What a woman says</i>:
<br>
""This place is a mess!  C'mon,<br>
You and I need to clean up,<br>
Your stuff is lying on the floor and<br>
you'll have no clothes to wear,<br>
if we don't do laundry right now!""<br>
<p>
<i>What a man hears</i>:
<br>
blah, blah, blah, blah, <i>C'mon</i><br>
blah, blah, blah, blah, <i>you and I</i><br>
blah, blah, blah, blah, <i>on the floor</i><br>
blah, blah, blah, blah, <i>no clothes</i><br>
blah, blah, blah, blah, <i>RIGHT NOW!</i>
","[ 7.3991821e-04  1.1039804e-03 -1.2691328e-03 -1.2047851e-04
  1.3831789e-03  1.8505773e-03 -8.7148719e-04 -1.1155062e-03
  3.1254380e-03  3.5066400e-03 -1.0674900e-03  2.3542093e-03
  1.0762452e-03  1.3812541e-03 -3.0693351e-03  8.7798453e-06
  1.0826256e-03  8.1386749e-04 -1.6418041e-04 -1.3662633e-03
  1.1385799e-03  1.3477646e-03  1.1274435e-03 -1.2884804e-03
  1.9145756e-04 -1.3394444e-03  2.3722937e-03 -1.3149553e-03
 -2.4769179e-04  3.8258221e-03 -3.8241365e-04  6.5939972e-04
 -3.1228145e-03 -1.9499336e-03 -3.0484567e-03 -8.7974127e-05
 -1.2835941e-03 -1.6740580e-03  1.5676828e-04 -8.0707629e-04
  4.3959392e-04  2.9939630e-03  7.5029972e-04  2.1082917e-03
  1.2863486e-03  5.3666235e-04  1.3277646e-03  8.5549825e-04
  7.0850702e-04  1.4632487e-03 -2.0401725e-03  3.3449919e-03
 -2.1752091e-03  1.1368487e-03 -1.8788831e-03 -1.8292313e-04
 -7.6518691e-04  5.5296579e-04  1.2509376e-03  1.6183549e-03
 -4.7149268e-04  1.7054424e-03  2.6276200e-03  9.0289017e-04
 -5.7122885e-04  1.0496859e-03 -2.7520857e-03  1.4752351e-03
  2.0275919e-03  4.2579134e-04 -2.5568996e-03  5.9332524e-04
 -3.2146965e-04 -1.4852041e-04 -3.2045043e-03 -1.3967314e-03
  3.0149270e-03  1.3217552e-03  2.0228012e-03 -2.0442183e-04
 -1.4675765e-03  1.1297517e-03  8.4359740e-04 -1.0554850e-03
 -7.2927005e-04 -1.4589189e-03  8.5818244e-04  1.2918577e-03
 -1.0741891e-03 -6.7534397e-04  2.1291871e-03  2.4809391e-04
  4.9059670e-03 -2.6102536e-03 -8.9870527e-04 -2.6557650e-03
 -7.9299492e-04  2.2406820e-03 -4.5743198e-04  2.4293091e-04]"
83,"
Q: What is the difference between Mechanical Engineers and Civil 
Engineers?
<p> 
A: Mechanical Engineers build <i>weapons</i>, Civil Engineers build <i>targets</i>.
","[ 5.2878691e-04  1.0497086e-03 -1.1094897e-03 -1.3694643e-04
  7.8224886e-04  1.6027823e-03 -6.0940388e-04 -6.7139452e-04
  2.4526431e-03  2.8518378e-03 -9.3787798e-04  1.9785161e-03
  1.1344702e-03  1.1817755e-03 -2.5131549e-03 -4.1142845e-04
  9.6649304e-04  4.9473031e-04 -8.0251084e-06 -1.0485724e-03
  8.8315661e-04  1.3229437e-03  1.2021197e-03 -5.8099075e-04
  2.1372591e-04 -1.0611322e-03  1.4593076e-03 -1.1294892e-03
 -3.1256993e-04  2.7996723e-03 -4.3353284e-04  7.0219324e-04
 -2.5886504e-03 -1.5387994e-03 -2.5145307e-03  2.8509185e-05
 -1.0372186e-03 -1.5642956e-03 -2.5162147e-04 -6.3116068e-04
  5.1925390e-04  2.3510228e-03  4.3957279e-04  1.7072137e-03
  1.0417276e-03  7.3837640e-04  1.1207119e-03  3.9578890e-04
  4.7663593e-04  1.3168231e-03 -1.5622090e-03  2.7355808e-03
 -1.5978876e-03  9.0291689e-04 -1.3900802e-03 -1.6209521e-04
 -6.7459804e-04  2.6398399e-04  1.4201126e-03  1.1432951e-03
 -4.6278242e-04  1.2543664e-03  2.3406327e-03  7.4853410e-04
 -6.0679123e-04  7.8376243e-04 -2.0944702e-03  1.3784090e-03
  1.5720880e-03  4.6373130e-04 -2.0601475e-03  6.4233161e-04
 -3.3298469e-04  5.5326520e-05 -2.3846622e-03 -9.7463408e-04
  2.3361798e-03  1.2059344e-03  1.4609715e-03  8.7047367e-05
 -1.0961710e-03  1.0226216e-03  8.5790426e-04 -7.6149974e-04
 -4.6681520e-04 -1.2213271e-03  8.0497965e-04  1.0721722e-03
 -1.2389042e-03 -4.4461928e-04  2.1048479e-03 -3.3889413e-05
  3.9176801e-03 -1.5691746e-03 -7.3164440e-04 -2.0302529e-03
 -4.2453286e-04  2.0371808e-03 -7.8064518e-04  3.2458123e-04]"
84,"
Q: How many Presidents does it take to screw in a light bulb?
<p>
A: <i>It depends upon your definition of screwing a light bulb</i>.
","[ 8.18050990e-04  1.15699845e-03 -1.11469848e-03 -8.47263364e-05
  1.66465307e-03  1.61213358e-03 -1.34265330e-03 -1.26510125e-03
  3.64328781e-03  4.30036383e-03 -1.51822506e-03  2.05880567e-03
  1.18978799e-03  1.49061705e-03 -3.30282724e-03  1.99330287e-04
  1.25240441e-03  8.97581514e-04 -5.04867814e-04 -1.47854211e-03
  1.46802678e-03  8.94848898e-04  1.28296588e-03 -1.29715877e-03
  1.53454312e-04 -1.83704484e-03  2.40307441e-03 -1.82968832e-03
 -1.18443124e-04  4.25186846e-03 -5.06696233e-04  4.91628423e-04
 -3.36686615e-03 -1.87476526e-03 -3.63913528e-03 -2.85901944e-04
 -1.46931480e-03 -1.55718578e-03  2.72908423e-04 -6.44487911e-04
  1.37016352e-04  3.16619803e-03  1.27221749e-03  2.16331985e-03
  1.50556152e-03  6.60935766e-04  1.87061727e-03  1.19648455e-03
  7.86716526e-04  1.54695625e-03 -2.28594313e-03  3.67435953e-03
 -2.03120336e-03  1.40124059e-03 -2.12937803e-03 -9.59889167e-06
 -7.63531774e-04  2.27334822e-04  9.19924467e-04  1.56120048e-03
 -4.40535223e-04  2.43812660e-03  2.57117976e-03  1.07566302e-03
 -9.33333882e-04  1.17563095e-03 -3.01427906e-03  1.41688879e-03
  2.07168609e-03  4.93918837e-04 -2.57574231e-03  4.44517093e-04
 -3.62845691e-04 -2.86413095e-04 -3.43800755e-03 -1.34717335e-03
  3.59810586e-03  1.41398644e-03  2.09814915e-03 -3.82466213e-04
 -1.50097662e-03  1.24634535e-03  9.26929002e-04 -1.42250140e-03
 -8.97406251e-04 -1.62874837e-03  6.95957278e-04  2.05252599e-03
 -1.12842477e-03 -9.61202895e-04  2.45097978e-03 -1.02168278e-05
  5.82218310e-03 -2.71646027e-03 -1.07867236e-03 -2.83795432e-03
 -9.51591239e-04  2.79708789e-03 -2.37207874e-04  3.67096713e-04]"
85,"
A neutron walks into a bar and orders a drink.
""How much do I owe you?"" the neutron asks.
<p>
The bartender replies, <i>""for you, no charge.""</i>
","[ 9.4782392e-04  1.1287936e-03 -1.1145956e-03 -2.9451770e-04
  1.2904928e-03  1.9377571e-03 -1.3751680e-03 -1.2389485e-03
  3.9313105e-03  4.2899321e-03 -1.4570978e-03  2.5403162e-03
  1.3414281e-03  1.6132696e-03 -3.6302947e-03  1.8069154e-04
  1.4592442e-03  9.3332754e-04 -5.1845709e-04 -1.8388379e-03
  1.2643960e-03  1.3501338e-03  1.0644685e-03 -1.0924252e-03
  4.3391378e-04 -1.6666722e-03  2.4793518e-03 -1.6785966e-03
 -4.7154262e-04  4.2291423e-03 -5.1293476e-04  6.7291205e-04
 -3.7055772e-03 -2.3427180e-03 -3.6725325e-03 -3.0573562e-04
 -1.4737607e-03 -2.0576988e-03  1.8195454e-04 -6.3823193e-04
  4.1843092e-04  3.3273390e-03  7.3668739e-04  2.3614846e-03
  1.8890299e-03  8.1955007e-04  1.6777106e-03  1.0132280e-03
  1.0558813e-03  1.7864046e-03 -2.2653739e-03  3.5309121e-03
 -2.5949024e-03  1.3238617e-03 -2.6555660e-03 -8.5404528e-05
 -9.1896555e-04  2.3458723e-04  1.1370842e-03  1.8077890e-03
 -7.7787391e-04  2.1450410e-03  2.8900786e-03  1.2517503e-03
 -8.6339354e-04  1.0284433e-03 -3.1141201e-03  1.5890365e-03
  2.4103236e-03  3.2174471e-04 -2.8266518e-03  6.2699668e-04
 -1.4570802e-04 -2.7093163e-04 -3.6472434e-03 -1.4921153e-03
  3.8420754e-03  1.2842409e-03  2.1046039e-03 -5.2711350e-04
 -1.4137494e-03  1.3481324e-03  7.7900506e-04 -1.1948528e-03
 -7.4427278e-04 -1.6787020e-03  1.0226869e-03  1.3752856e-03
 -1.1395988e-03 -7.8332407e-04  2.3957959e-03  4.7206462e-04
  5.8101439e-03 -2.9366997e-03 -1.0461689e-03 -2.9420222e-03
 -7.6825841e-04  2.9781114e-03 -1.2478635e-04  4.9093540e-04]"
86,"
A man, recently completing a routine physical examination receives a
phone call from his doctor.  The doctor says, ""I have some good news and
some bad news.""  The man says, ""OK, give me the good news first.""  The
doctor says, ""The good news is, you have 24 hours to live.""  The man
replies, ""Shit!  That's the good news?  Then what's the bad news?""
<p>
The doctor says, ""The bad news is, I forgot to call you <i>yesterday</i>.""
","[ 4.2470515e-04  1.6383915e-03 -1.5511580e-03 -1.3495637e-04
  1.3870714e-03  2.0158652e-03 -1.2223889e-03 -1.1133592e-03
  3.9493763e-03  4.2199469e-03 -1.3482933e-03  2.7256592e-03
  1.9636520e-03  1.9278745e-03 -3.7606410e-03 -2.5902633e-04
  1.3115248e-03  1.2450725e-03  6.3204941e-05 -1.9681219e-03
  1.3415718e-03  1.4503034e-03  1.5754692e-03 -1.6265102e-03
  5.4019276e-04 -2.0960306e-03  2.5444361e-03 -1.8663638e-03
  1.7667245e-04  4.8718732e-03 -9.4858604e-04  6.8626681e-04
 -3.9522182e-03 -2.4367757e-03 -3.7382403e-03 -9.5434531e-05
 -1.5321864e-03 -2.6620987e-03  1.2038007e-04 -8.3107280e-04
  5.3483801e-04  3.7137608e-03  8.9578563e-04  2.6236346e-03
  1.6181496e-03  7.0596120e-04  1.8102076e-03  9.3140174e-04
  1.0446366e-03  1.6097344e-03 -2.3612741e-03  4.0082592e-03
 -2.9093910e-03  1.8581601e-03 -2.2375674e-03 -3.4265112e-04
 -8.3999452e-04  9.7926159e-04  1.4400341e-03  2.0337424e-03
 -1.1682363e-03  1.9675693e-03  3.1993352e-03  8.4609480e-04
 -9.2562125e-04  1.4255086e-03 -3.2487938e-03  2.2076028e-03
  2.2897269e-03  8.8779820e-04 -3.6255892e-03  5.9046037e-04
 -5.3819641e-04  2.4328408e-06 -3.6269028e-03 -1.5139460e-03
  3.6609096e-03  2.0537700e-03  2.1059660e-03  1.0252149e-04
 -1.9788190e-03  1.3207177e-03  1.4636139e-03 -1.2934742e-03
 -9.4302540e-04 -1.8543181e-03  9.6236612e-04  1.6771151e-03
 -1.5227800e-03 -7.1843114e-04  3.3542467e-03  6.2284188e-04
  6.4870771e-03 -3.2458634e-03 -1.3093023e-03 -3.2990661e-03
 -1.0453700e-03  2.8013170e-03 -6.9678755e-04  2.1608411e-04]"
87,"
A Czechoslovakian man felt his eyesight was growing steadily worse, and 
felt it was time to go see an optometrist. 
<p>
The doctor started with some simple testing, and showed him a standard eye 
chart with letters of
diminishing size: CRKBNWXSKZY. . . 
<p>
""Can you read this?"" the doctor asked. 
<p>
""Read it?"" the Czech answered. <i>""Doc, I know him!""</i>
","[ 4.4075478e-04  1.1883023e-03 -1.0559816e-03 -5.0473780e-05
  1.1996473e-03  1.7882108e-03 -8.8737841e-04 -8.6408760e-04
  3.0989351e-03  3.5564695e-03 -9.3083701e-04  2.0751511e-03
  1.3063767e-03  1.5892577e-03 -2.8726223e-03 -1.2897020e-04
  1.0403607e-03  8.2922087e-04 -1.8773113e-04 -1.6349481e-03
  8.6289895e-04  1.1190396e-03  1.1704977e-03 -1.0918702e-03
  1.3657188e-04 -1.6944072e-03  2.0373757e-03 -1.3335894e-03
 -2.2538028e-04  3.6318002e-03 -5.4599083e-04  4.9281860e-04
 -3.0022196e-03 -1.8302209e-03 -2.8626581e-03 -1.6812072e-04
 -1.1341909e-03 -1.8021244e-03 -9.2082009e-05 -8.5218513e-04
  5.5413472e-04  2.8627443e-03  4.8519633e-04  2.0875789e-03
  1.4154827e-03  6.1384757e-04  1.4330097e-03  8.9610799e-04
  9.2380052e-04  1.2078625e-03 -1.9131397e-03  3.3197403e-03
 -2.0626844e-03  1.3800764e-03 -1.9021268e-03 -2.1204408e-04
 -7.4947998e-04  5.3205679e-04  1.3473290e-03  1.6158891e-03
 -9.6580392e-04  1.4834158e-03  2.2247115e-03  7.6267397e-04
 -4.9400795e-04  7.7883090e-04 -2.4365128e-03  1.2804177e-03
  1.6517328e-03  5.5961666e-04 -2.5365334e-03  6.3234236e-04
 -4.2352109e-04 -9.2149923e-05 -2.8284185e-03 -1.2760975e-03
  2.9139132e-03  1.5146858e-03  1.5445777e-03 -2.2607495e-04
 -1.5484890e-03  1.2130160e-03  1.0747104e-03 -1.0174070e-03
 -7.2602270e-04 -1.4642962e-03  9.7262976e-04  1.1492425e-03
 -1.3157169e-03 -6.9558085e-04  2.4994626e-03  3.0679171e-04
  5.0460710e-03 -2.6606834e-03 -9.8529819e-04 -2.4698172e-03
 -8.2951324e-04  2.0960635e-03 -3.6973535e-04  1.8543439e-04]"
